product_id,post_title,price,z_score
4149,Champagne Mailly Grand Cru Intemporelle Rosé 2009,69.0,1.3123885384167882
4221,Xavier Frissant Touraine Les Roses du Clos 2018,12.8,-0.7085321540570029
4337,Champagne Mailly Grand Cru Les Echansons 2007,83.0,1.8158207393889068
4616,Alphonse Mellot Sancerre Rouge La Demoiselle 2015,57.0,0.8808752232978292
4978,Château Dutruch Grand Poujeaux Moulis 2016,18.5,-0.5035633293754974
5551,Thierry Germain Saumur-Champigny Franc De Pied 2017,36.3,0.13651475471762492
4065,Oratoire Saint Martin Cairanne Rouge Les Douyes 2016,19.5,-0.4676038864489175
4182,Borie La Vitarèle Saint-Chinian Les Schistes 2017,16.7,-0.5682903266433412
4893,Jacqueson Rully Rouge 1er Cru Les Cloux 2018,27.9,-0.16554456586564628
5694,Philippe Nusswitz Duché d'Uzès Orénia Rouge Réserve 2016,12.7,-0.7121280983496608
4198,Moulin de Gassac IGP Pays d'Hérault Guilhem Rouge 2019,5.8,-0.9602482545430622
4394,Wemyss Malts Blended Malt Scotch Whisky Treacle Chest,59.8,0.9815616634922528
5611,Domaine Weinbach Riesling Grand Cru Schlossberg Cuvée Ste Catherine 2018,63.4,1.1110156580279404
4183,Borie La Vitarèle Saint-Chinian Les Crès 2016,21.4,-0.3992809448884157
4229,Mérieau Touraine L'Arpent des Vaudons 2018,9.6,-0.8236023714220585
4722,François Baur Pinot Gris Herrenweg de Turckheim 2018,13.7,-0.6761686554230809
5795,Château de Chantegrive Graves Blanc Caroline 2016,23.0,-0.3417458362058878
4156,Elian Daros Côtes du Marmandais Coucou Blanc 2016,20.35,-0.4370383599613245
4287,Domaine Hauvette Les Baux de Provence Cornaline 2014,38.6,0.21922147344875886
4635,Marcel Windholtz Eau de Vie de Kirsch d'Alsace Réserve Particulière,62.4,1.0750562151013605
5067,Albert Mann Pinot Noir Grand H 2017,59.9,0.9851576077849108
5481,Domaine Bulliat Moulin-à-Vent 2017,11.5,-0.7552794298615567
5906,Domaine de Montbourgeau L'Etoile En Banode 2016,19.8,-0.45681605357094346
4239,Domaine Augustin Collioure Blanc Adéodat 2019,28.0,-0.16194862157298823
6041,Château de Vaudieu Châteauneuf-du-Pape Amiral G 2015,71.7,1.409479034318554
6227,Le Pas de l'Escalette Terrasses du Larzac Les Frieys 2017,40.2,0.2767565821312868
4190,Le Pas de l'Escalette Coteaux du Languedoc Ze Rozé 2019,12.1,-0.7337037641056088
